scenario_id,theme_id,scenario_group,domain,product_type,product_family_rule,product_family_label,model_name,region,carrier,os_oneui_version,intent_type,affected_function,observed_symptom,symptom_qualifier_ko,trigger_event,usage_context,onset_relation,frequency,reproducibility,user_impact,severity,diagnostic_class,user_suspected_cause,suspected_component,cause_evidence_level,attempted_action,action_result,desired_resolution,hard_negative,safety_flag,ambiguity_level,provenance_type,is_real_voc,source_anchor_id,source_usage,target_channel,target_language,missing_information_profile,recommended_split,split_group,canonical_scenario_ko,generation_constraints
GVS-0020,T02,잔량 급변과 전원 종료,POWER,PHONE,Z_FLIP,GALAXY_Z_FLIP,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,POWER.BATTERY.LEVEL,INACCURATE,업데이트 이후 잔량 그래프가 계단식으로 변함,OS_UPDATE,AFTER_UPDATE,UNKNOWN,RARE,UNKNOWN,MISSED_ALARM,S2,PRODUCT_DEFECT_POSSIBLE,HARDWARE_OR_COMPONENT,BATTERY|FUEL_GAUGE|PMIC,USER_GUESS,자가진단 또는 서비스센터 점검,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,HIGH,SYNTHETIC_SCENARIO,FALSE,SRC001,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,EMAIL_COMPLAINT,KO_EN_MIXED,MULTIPLE_FIELDS,TRAIN,GVS-0020,GALAXY_Z_FLIP에서 OS_UPDATE/AFTER_UPDATE 조건에 업데이트 이후 잔량 그래프가 계단식으로 변함,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0021,T03,유선 충전,CHARGING,PHONE,S_BASE_PLUS,GALAXY_S_BASE_PLUS,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,CHARGING.WIRED,NOT_CHARGING,케이블을 꽂아도 충전 반응이 없음,PLUG_IN,ANY_CABLE,AFTER_EVENT,INTERMITTENT,CONDITIONAL,BATTERY_ANXIETY,S2,PRODUCT_DEFECT_POSSIBLE,HARDWARE_OR_COMPONENT,USB_C_PORT|CABLE|CHARGER|PMIC,USER_GUESS,자가진단 또는 서비스센터 점검,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,LOW,SYNTHETIC_SCENARIO,FALSE,SRC002,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,SAMSUNG_MEMBERS,KO,NONE,TRAIN,GVS-0021,GALAXY_S_BASE_PLUS에서 PLUG_IN/ANY_CABLE 조건에 케이블을 꽂아도 충전 반응이 없음,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0022,T03,유선 충전,CHARGING,PHONE,S_ULTRA,GALAXY_S_ULTRA,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,CHARGING.WIRED,SLOW_CHARGING,케이블 각도에 따라 충전이 끊김,CABLE,ANGLE_DEPENDENT,IMMEDIATE,DAILY,REPRODUCIBLE,PRIMARY_FUNCTION_DEGRADED,S3,ACCESSORY_RELATED,ACCESSORY,USB_C_PORT|CABLE|CHARGER|PMIC,USER_GUESS,다른 액세서리로 교차 확인,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,MEDIUM,SYNTHETIC_SCENARIO,FALSE,SRC002,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,ECOMMERCE_REVIEW,KO,MODEL_VERSION,VALID,GVS-0022,GALAXY_S_ULTRA에서 CABLE/ANGLE_DEPENDENT 조건에 케이블 각도에 따라 충전이 끊김,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0023,T03,유선 충전,CHARGING,PHONE,S_FE,GALAXY_S_FE,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,CHARGING.WIRED,INTERMITTENT,초고속 충전 표시가 떴다가 일반 충전으로 바뀜,CHARGER,THIRD_PARTY_ADAPTER,GRADUAL,FREQUENT,NOT_TESTED,TASK_DELAY,S1,ENVIRONMENT_RELATED,ENVIRONMENTAL_CONDITION,USB_C_PORT|CABLE|CHARGER|PMIC,USER_GUESS,환경 조건 제거 후 재시험,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,MEDIUM,SYNTHETIC_SCENARIO,FALSE,SRC002,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,CALL_CENTER_TRANSCRIPT,KO,FREQUENCY,TRAIN,GVS-0023,GALAXY_S_FE에서 CHARGER/THIRD_PARTY_ADAPTER 조건에 초고속 충전 표시가 떴다가 일반 충전으로 바뀜,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0024,T03,유선 충전,CHARGING,PHONE,Z_FOLD,GALAXY_Z_FOLD,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,CHARGING.WIRED,FALSE_DETECTION,물에 닿지 않았는데 수분 경고로 충전 차단,HUMIDITY,RAINY_SEASON,AFTER_AGING,ALWAYS,ALWAYS,MISSED_MOMENT,S2,SOFTWARE_POSSIBLE,SOFTWARE_UPDATE_OR_APP,USB_C_PORT|CABLE|CHARGER|PMIC,USER_GUESS,재부팅·업데이트·안전모드 중 일부 시도,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,LOW,SYNTHETIC_SCENARIO,FALSE,SRC002,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,SERVICE_INTAKE,KO,TRIGGER,TRAIN,GVS-0024,GALAXY_Z_FOLD에서 HUMIDITY/RAINY_SEASON 조건에 물에 닿지 않았는데 수분 경고로 충전 차단,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0025,T03,유선 충전,CHARGING,PHONE,Z_FLIP,GALAXY_Z_FLIP,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,CHARGING.WIRED,NOT_CHARGING,포트 먼지를 제거하면 잠시 충전됨,DUST,PORT_LINT,UNKNOWN,RARE,UNKNOWN,WORK_INTERRUPTED,S2,PRODUCT_DEFECT_POSSIBLE,HARDWARE_OR_COMPONENT,USB_C_PORT|CABLE|CHARGER|PMIC,USER_GUESS,자가진단 또는 서비스센터 점검,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,HIGH,SYNTHETIC_SCENARIO,FALSE,SRC002,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,SNS_POST,KO,ATTEMPTED_ACTION,TRAIN,GVS-0025,GALAXY_Z_FLIP에서 DUST/PORT_LINT 조건에 포트 먼지를 제거하면 잠시 충전됨,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0026,T03,유선 충전,CHARGING,PHONE,A_SERIES,GALAXY_A,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,CHARGING.WIRED,SLOW_CHARGING,충전 중 사용하면 잔량이 거의 늘지 않음,CHARGING,SCREEN_ON,AFTER_EVENT,INTERMITTENT,CONDITIONAL,REPEATED_RETRY,S3,ACCESSORY_RELATED,ACCESSORY,USB_C_PORT|CABLE|CHARGER|PMIC,USER_GUESS,다른 액세서리로 교차 확인,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,LOW,SYNTHETIC_SCENARIO,FALSE,SRC002,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,COMMUNITY_POST,KO,MODEL_AND_VERSION,TRAIN,GVS-0026,GALAXY_A에서 CHARGING/SCREEN_ON 조건에 충전 중 사용하면 잔량이 거의 늘지 않음,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0027,T03,유선 충전,CHARGING,PHONE,XCOVER,GALAXY_XCOVER,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,CHARGING.WIRED,INTERMITTENT,업데이트 후 특정 충전기만 인식하지 않음,OS_UPDATE,AFTER_UPDATE,IMMEDIATE,DAILY,REPRODUCIBLE,DATA_OR_SERVICE_UNAVAILABLE,S1,ENVIRONMENT_RELATED,ENVIRONMENTAL_CONDITION,USB_C_PORT|CABLE|CHARGER|PMIC,USER_GUESS,환경 조건 제거 후 재시험,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,MEDIUM,SYNTHETIC_SCENARIO,FALSE,SRC002,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,CHAT_SUPPORT,KO,TIME_PATTERN,TRAIN,GVS-0027,GALAXY_XCOVER에서 OS_UPDATE/AFTER_UPDATE 조건에 업데이트 후 특정 충전기만 인식하지 않음,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0028,T03,유선 충전,CHARGING,TABLET,TAB_S,GALAXY_TAB_S,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,CHARGING.WIRED,FALSE_DETECTION,낙하 뒤 USB 연결과 충전이 모두 불안정,IMPACT,AFTER_DROP,GRADUAL,FREQUENT,NOT_TESTED,TRAVEL_DISRUPTION,S2,SOFTWARE_POSSIBLE,SOFTWARE_UPDATE_OR_APP,USB_C_PORT|CABLE|CHARGER|PMIC,USER_GUESS,재부팅·업데이트·안전모드 중 일부 시도,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,MEDIUM,SYNTHETIC_SCENARIO,FALSE,SRC002,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,SURVEY_FREE_TEXT,EN,NONE,TRAIN,GVS-0028,GALAXY_TAB_S에서 IMPACT/AFTER_DROP 조건에 낙하 뒤 USB 연결과 충전이 모두 불안정,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0029,T03,유선 충전,CHARGING,PHONE,S_BASE_PLUS,GALAXY_S_BASE_PLUS,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,CHARGING.WIRED,NOT_CHARGING,일반 충전은 되지만 고속 충전만 안 됨,UNKNOWN,ONLY_FAST_CHARGE,AFTER_AGING,ALWAYS,ALWAYS,FINANCIAL_OR_TIME_COST,S2,PRODUCT_DEFECT_POSSIBLE,HARDWARE_OR_COMPONENT,USB_C_PORT|CABLE|CHARGER|PMIC,USER_GUESS,자가진단 또는 서비스센터 점검,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,LOW,SYNTHETIC_SCENARIO,FALSE,SRC002,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,STORE_REVIEW,EN,CONTEXT,TRAIN,GVS-0029,GALAXY_S_BASE_PLUS에서 UNKNOWN/ONLY_FAST_CHARGE 조건에 일반 충전은 되지만 고속 충전만 안 됨,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0030,T03,유선 충전,CHARGING,PHONE,S_ULTRA,GALAXY_S_ULTRA,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,CHARGING.WIRED,SLOW_CHARGING,기기가 뜨거우면 충전 속도가 크게 제한됨,HIGH_TEMP,DEVICE_HOT,UNKNOWN,RARE,UNKNOWN,USER_CONFUSION,S3,ACCESSORY_RELATED,ACCESSORY,USB_C_PORT|CABLE|CHARGER|PMIC,USER_GUESS,다른 액세서리로 교차 확인,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,HIGH,SYNTHETIC_SCENARIO,FALSE,SRC002,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,EMAIL_COMPLAINT,KO_EN_MIXED,MULTIPLE_FIELDS,TRAIN,GVS-0030,GALAXY_S_ULTRA에서 HIGH_TEMP/DEVICE_HOT 조건에 기기가 뜨거우면 충전 속도가 크게 제한됨,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0031,T04,무선 충전과 PowerShare,CHARGING,PHONE,S_BASE_PLUS,GALAXY_S_BASE_PLUS,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,CHARGING.WIRELESS,NOT_CHARGING,케이스를 씌우면 무선 충전이 시작되지 않음,CASE,THICK_CASE,AFTER_EVENT,INTERMITTENT,CONDITIONAL,BATTERY_ANXIETY,S1,ACCESSORY_RELATED,ACCESSORY,WIRELESS_COIL|CASE|CHARGER|ALIGNMENT,USER_GUESS,다른 액세서리로 교차 확인,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,LOW,SYNTHETIC_SCENARIO,FALSE,SRC004,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,SAMSUNG_MEMBERS,KO,NONE,TRAIN,GVS-0031,GALAXY_S_BASE_PLUS에서 CASE/THICK_CASE 조건에 케이스를 씌우면 무선 충전이 시작되지 않음,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0032,T04,무선 충전과 PowerShare,CHARGING,PHONE,S_ULTRA,GALAXY_S_ULTRA,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,CHARGING.WIRELESS,SLOW_CHARGING,충전 패드 위치를 조금만 벗어나도 반복 중단,CHARGING,MISALIGNED,IMMEDIATE,DAILY,REPRODUCIBLE,PRIMARY_FUNCTION_DEGRADED,S2,ENVIRONMENT_RELATED,ENVIRONMENTAL_CONDITION,WIRELESS_COIL|CASE|CHARGER|ALIGNMENT,USER_GUESS,환경 조건 제거 후 재시험,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,MEDIUM,SYNTHETIC_SCENARIO,FALSE,SRC004,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,ECOMMERCE_REVIEW,KO,MODEL_VERSION,TEST,GVS-0032,GALAXY_S_ULTRA에서 CHARGING/MISALIGNED 조건에 충전 패드 위치를 조금만 벗어나도 반복 중단,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0033,T04,무선 충전과 PowerShare,CHARGING,PHONE,S_FE,GALAXY_S_FE,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,CHARGING.WIRELESS,INTERMITTENT,차량 무선 충전에서 과열 경고가 발생,HIGH_TEMP,CAR_PAD,GRADUAL,FREQUENT,NOT_TESTED,TASK_DELAY,S1,PRODUCT_DEFECT_POSSIBLE,HARDWARE_OR_COMPONENT,WIRELESS_COIL|CASE|CHARGER|ALIGNMENT,USER_GUESS,자가진단 또는 서비스센터 점검,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,MEDIUM,SYNTHETIC_SCENARIO,FALSE,SRC004,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,CALL_CENTER_TRANSCRIPT,KO,FREQUENCY,TRAIN,GVS-0033,GALAXY_S_FE에서 HIGH_TEMP/CAR_PAD 조건에 차량 무선 충전에서 과열 경고가 발생,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0034,T04,무선 충전과 PowerShare,CHARGING,PHONE,Z_FOLD,GALAXY_Z_FOLD,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,CHARGING.WIRELESS,OVERHEAT,밤새 올려뒀는데 충전량이 거의 늘지 않음,PLUG_IN,OVERNIGHT,AFTER_AGING,ALWAYS,ALWAYS,MISSED_MOMENT,S2,UNKNOWN,UNKNOWN,WIRELESS_COIL|CASE|CHARGER|ALIGNMENT,USER_GUESS,조치 정보 없음,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,LOW,SYNTHETIC_SCENARIO,FALSE,SRC004,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,SERVICE_INTAKE,KO,TRIGGER,VALID,GVS-0034,GALAXY_Z_FOLD에서 PLUG_IN/OVERNIGHT 조건에 밤새 올려뒀는데 충전량이 거의 늘지 않음,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0035,T04,무선 충전과 PowerShare,CHARGING,PHONE,Z_FLIP,GALAXY_Z_FLIP,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,CHARGING.POWERSHARE,INCOMPATIBLE,워치에 배터리 공유가 시작되지 않음,UNKNOWN,POWERSHARE_WATCH,UNKNOWN,RARE,UNKNOWN,WORK_INTERRUPTED,S1,ACCESSORY_RELATED,ACCESSORY,WIRELESS_COIL|CASE|CHARGER|ALIGNMENT,USER_GUESS,다른 액세서리로 교차 확인,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,HIGH,SYNTHETIC_SCENARIO,FALSE,SRC004,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,SNS_POST,KO,ATTEMPTED_ACTION,TRAIN,GVS-0035,GALAXY_Z_FLIP에서 UNKNOWN/POWERSHARE_WATCH 조건에 워치에 배터리 공유가 시작되지 않음,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0036,T04,무선 충전과 PowerShare,CHARGING,PHONE,S_BASE_PLUS,GALAXY_S_BASE_PLUS,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,CHARGING.WIRELESS,NOT_CHARGING,자석 링 액세서리 장착 후 충전이 불안정,CASE,MAGNETIC_ACCESSORY,AFTER_EVENT,INTERMITTENT,CONDITIONAL,REPEATED_RETRY,S2,ENVIRONMENT_RELATED,ENVIRONMENTAL_CONDITION,WIRELESS_COIL|CASE|CHARGER|ALIGNMENT,USER_GUESS,환경 조건 제거 후 재시험,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,LOW,SYNTHETIC_SCENARIO,FALSE,SRC004,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,COMMUNITY_POST,KO,MODEL_AND_VERSION,TRAIN,GVS-0036,GALAXY_S_BASE_PLUS에서 CASE/MAGNETIC_ACCESSORY 조건에 자석 링 액세서리 장착 후 충전이 불안정,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0037,T04,무선 충전과 PowerShare,CHARGING,PHONE,S_ULTRA,GALAXY_S_ULTRA,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,CHARGING.WIRELESS,SLOW_CHARGING,타사 Qi 패드에서만 속도가 매우 느림,CHARGING,THIRD_PARTY_PAD,IMMEDIATE,DAILY,REPRODUCIBLE,DATA_OR_SERVICE_UNAVAILABLE,S1,PRODUCT_DEFECT_POSSIBLE,HARDWARE_OR_COMPONENT,WIRELESS_COIL|CASE|CHARGER|ALIGNMENT,USER_GUESS,자가진단 또는 서비스센터 점검,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,MEDIUM,SYNTHETIC_SCENARIO,FALSE,SRC004,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,CHAT_SUPPORT,KO,TIME_PATTERN,TRAIN,GVS-0037,GALAXY_S_ULTRA에서 CHARGING/THIRD_PARTY_PAD 조건에 타사 Qi 패드에서만 속도가 매우 느림,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0038,T04,무선 충전과 PowerShare,CHARGING,PHONE,Z_FOLD,GALAXY_Z_FOLD,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,CHARGING.POWERSHARE,INTERMITTENT,폰 잔량이 낮을 때 배터리 공유가 자동 종료,HIGH_TEMP,LOW_BATTERY,GRADUAL,FREQUENT,NOT_TESTED,TRAVEL_DISRUPTION,S2,UNKNOWN,UNKNOWN,WIRELESS_COIL|CASE|CHARGER|ALIGNMENT,USER_GUESS,조치 정보 없음,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,MEDIUM,SYNTHETIC_SCENARIO,FALSE,SRC004,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,SURVEY_FREE_TEXT,EN,NONE,TRAIN,GVS-0038,GALAXY_Z_FOLD에서 HIGH_TEMP/LOW_BATTERY 조건에 폰 잔량이 낮을 때 배터리 공유가 자동 종료,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0039,T04,무선 충전과 PowerShare,CHARGING,PHONE,Z_FLIP,GALAXY_Z_FLIP,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,CHARGING.WIRELESS,OVERHEAT,화면을 켜고 쓰면 무선 충전 중 발열이 심함,PLUG_IN,SCREEN_ON,AFTER_AGING,ALWAYS,ALWAYS,FINANCIAL_OR_TIME_COST,S1,ACCESSORY_RELATED,ACCESSORY,WIRELESS_COIL|CASE|CHARGER|ALIGNMENT,USER_GUESS,다른 액세서리로 교차 확인,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,LOW,SYNTHETIC_SCENARIO,FALSE,SRC004,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,STORE_REVIEW,EN,CONTEXT,TRAIN,GVS-0039,GALAXY_Z_FLIP에서 PLUG_IN/SCREEN_ON 조건에 화면을 켜고 쓰면 무선 충전 중 발열이 심함,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0040,T04,무선 충전과 PowerShare,CHARGING,PHONE,A_SERIES,GALAXY_A,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,CHARGING.WIRELESS,INCOMPATIBLE,A시리즈에서 무선충전 메뉴를 찾을 수 없음,UNKNOWN,A_SERIES_UNVERIFIED,UNKNOWN,RARE,UNKNOWN,USER_CONFUSION,S2,ENVIRONMENT_RELATED,ENVIRONMENTAL_CONDITION,WIRELESS_COIL|CASE|CHARGER|ALIGNMENT,USER_GUESS,환경 조건 제거 후 재시험,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,TRUE,NONE,HIGH,SYNTHETIC_SCENARIO,FALSE,SRC004,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,EMAIL_COMPLAINT,KO_EN_MIXED,MULTIPLE_FIELDS,TRAIN,GVS-0040,GALAXY_A에서 UNKNOWN/A_SERIES_UNVERIFIED 조건에 A시리즈에서 무선충전 메뉴를 찾을 수 없음,불량 확정 금지; 정상·설정·외부 요인을 원문에서 확정하지 말 것
GVS-0041,T05,발열,THERMAL,PHONE,S_BASE_PLUS,GALAXY_S_BASE_PLUS,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,THERMAL.DEVICE,OVERHEAT,기기 이전 중 손에 들기 어려울 만큼 뜨거움,INITIAL_SETUP,DATA_RESTORE,AFTER_EVENT,INTERMITTENT,CONDITIONAL,BATTERY_ANXIETY,S1,SOFTWARE_POSSIBLE,SOFTWARE_UPDATE_OR_APP,AP|MODEM|BATTERY|THERMAL_MANAGEMENT,USER_GUESS,재부팅·업데이트·안전모드 중 일부 시도,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,LOW,SYNTHETIC_SCENARIO,FALSE,SRC015,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,SAMSUNG_MEMBERS,KO,NONE,VALID,GVS-0041,GALAXY_S_BASE_PLUS에서 INITIAL_SETUP/DATA_RESTORE 조건에 기기 이전 중 손에 들기 어려울 만큼 뜨거움,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0042,T05,발열,THERMAL,PHONE,S_ULTRA,GALAXY_S_ULTRA,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,THERMAL.DEVICE,DEGRADED,5G 약전계에서 상단부가 계속 뜨거움,FIVE_G,WEAK_SIGNAL,IMMEDIATE,DAILY,REPRODUCIBLE,PRIMARY_FUNCTION_DEGRADED,S2,ENVIRONMENT_RELATED,ENVIRONMENTAL_CONDITION,AP|MODEM|BATTERY|THERMAL_MANAGEMENT,USER_GUESS,환경 조건 제거 후 재시험,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,MEDIUM,SYNTHETIC_SCENARIO,FALSE,SRC015,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,ECOMMERCE_REVIEW,KO,MODEL_VERSION,TRAIN,GVS-0042,GALAXY_S_ULTRA에서 FIVE_G/WEAK_SIGNAL 조건에 5G 약전계에서 상단부가 계속 뜨거움,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0043,T05,발열,THERMAL,PHONE,S_FE,GALAXY_S_FE,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,THERMAL.DEVICE,OVERHEAT,4K 촬영 몇 분 뒤 밝기와 성능이 제한됨,CAMERA_USE,4K_VIDEO,GRADUAL,FREQUENT,NOT_TESTED,TASK_DELAY,S3,PRODUCT_DEFECT_POSSIBLE,HARDWARE_OR_COMPONENT,AP|MODEM|BATTERY|THERMAL_MANAGEMENT,USER_GUESS,자가진단 또는 서비스센터 점검,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,MEDIUM,SYNTHETIC_SCENARIO,FALSE,SRC015,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,CALL_CENTER_TRANSCRIPT,KO,FREQUENCY,TRAIN,GVS-0043,GALAXY_S_FE에서 CAMERA_USE/4K_VIDEO 조건에 4K 촬영 몇 분 뒤 밝기와 성능이 제한됨,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0044,T05,발열,THERMAL,PHONE,Z_FOLD,GALAXY_Z_FOLD,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,THERMAL.DEVICE,DEGRADED,영상통화 중 과열 알림으로 통화가 종료,VIDEO_CALL,LONG_CALL,AFTER_AGING,ALWAYS,ALWAYS,MISSED_MOMENT,S1,NETWORK_PROVIDER_RELATED,NETWORK_OR_EXTERNAL_SERVICE,AP|MODEM|BATTERY|THERMAL_MANAGEMENT,USER_GUESS,다른 망·장소·기기로 교차 확인,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,LOW,SYNTHETIC_SCENARIO,FALSE,SRC015,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,SERVICE_INTAKE,KO,TRIGGER,TRAIN,GVS-0044,GALAXY_Z_FOLD에서 VIDEO_CALL/LONG_CALL 조건에 영상통화 중 과열 알림으로 통화가 종료,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0045,T05,발열,THERMAL,PHONE,Z_FLIP,GALAXY_Z_FLIP,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,THERMAL.DEVICE,OVERHEAT,차량 거치대에서 내비게이션 중 과열,NAVIGATION,CAR_DASH,UNKNOWN,RARE,UNKNOWN,WORK_INTERRUPTED,S2,SOFTWARE_POSSIBLE,SOFTWARE_UPDATE_OR_APP,AP|MODEM|BATTERY|THERMAL_MANAGEMENT,USER_GUESS,재부팅·업데이트·안전모드 중 일부 시도,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,HIGH,SYNTHETIC_SCENARIO,FALSE,SRC015,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,SNS_POST,KO,ATTEMPTED_ACTION,TRAIN,GVS-0045,GALAXY_Z_FLIP에서 NAVIGATION/CAR_DASH 조건에 차량 거치대에서 내비게이션 중 과열,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
